12桁 [823265832754, 991609316238, 920343471268, 203777825472, 451275889524, 912311239479, 556228758478, 527856718623, 435478665113, 505573451667, 673809702162, 715451806231, 241237769886, 757777965871, 580944653919, 649422944715, 232505300036, 966001683827, 109658748135, 218483338515, 205775567062, 433773378236, 839965019979, 904041921047, 982556489281, 419583276450, 598698655075, 529096566400, 499342663510, 721470209218, 112184149618, 858809505727, 978207415221, 285608535042, 811175794857, 886639456548, 362697736873, 416241583496, 621329830849, 521501470188, 299298173617, 621764827031, 158712463407, 563387910352, 853006225275, 630611948312, 491682889971, 758770822150, 979078501590, 163072445187]
13桁 [6941347856358, 3559381090340, 1680579008426, 3980933149239, 5799035696892, 2231699784821, 8870536862751, 7445000824266, 6298016396167, 3253280772996, 5022813015380, 6694741297070, 7100025317655, 3721024842571, 1765467680829, 7773595732546, 5551055447949, 5555890939851, 1485724123041, 9007513213683, 2669451434338, 6709416398833, 8399655153817, 4795557328217, 1864666034524, 8975133162887, 5017142687450, 7686278065554, 9231476590044, 5027863619988, 7536872252190, 9120708526212, 2782121570974, 7265203417464, 7739058768929, 4713377681595, 8509543204459, 9661508250156, 7795425896063, 2762823062101, 2132500181245, 9149623739536, 2669847126215, 8766271501038, 8587105729253, 1948024848553, 7671889570283, 1029087358011, 3833484447649, 1983971067059]
14桁 [85193883625740, 61070829776573, 69762483472158, 28199169027842, 60056724436414, 57980334125776, 73291412470836, 70753437470304, 42216877444405, 96276165421852, 67351131494914, 59533088921635, 95683582143428, 89999466797353, 83169800993698, 74234360961111, 58919063864735, 34035192331167, 89231338500340, 59409237845027, 24888919494906, 66377233110623, 80535246306932, 91335761615510, 88114511540622, 54530075131385, 97798169641788, 28626815484756, 33840346794328, 36835797985951, 86854991863412, 65506756802847, 61273354459857, 42615349802967, 18757992040013, 37401753962931, 24582995802961, 42368801690047, 15404951541135, 82089671093448, 87218816728656, 58391222646024, 69212570277029, 80894546270828, 99507385199374, 72636845324470, 21517028307412, 32003128668967, 27053882544799, 19555970341552]
15桁 [756356840338951, 947375302931021, 275575275496632, 650882711817701, 847147377072207, 638308298973584, 660062930096275, 604689584594079, 144649809938515, 318203172845585, 496640403284129, 698425468315908, 332771873562803, 845627400248783, 682606065156592, 492340644361508, 528532754683183, 944120663857620, 864831981538143, 602559240363798, 805873942663193, 641969400925817, 280534315910083, 918202472823098, 440757478607952, 395163306194258, 291740635737080, 414201013184535, 965240590904124, 906054364711945, 502156963593231, 899668113516395, 814762023087611, 429378845450865, 483361188744482, 111872649368947, 873447112172512, 116984351784017, 232302016899025, 656302929564729, 842613755117523, 119618000997738, 564386800716774, 788240696075680, 774170677426849, 209708308887023, 126806444031046, 187333464958235, 561729763466176, 529156322743605]
16桁 [1100015715470065, 3431974447577471, 7396568438750744, 2742070374245664, 5017026492086354, 6287586947772862, 3960053994953210, 5902871110268780, 6655024679067656, 8357916314310776, 1455675646994384, 5667588460017739, 3161713987874443, 7621251854314719, 2917807039773991, 9247750267173864, 4675970633146885, 6322372191740167, 5054057439441599, 9814722276563861, 7810271962060151, 4059232838991382, 3439117750457999, 9996966928333371, 8732461354657817, 4562076217405592, 5951624106919896, 2771651620078722, 6842850044084613, 3424700279853897, 1211919745279127, 2534408465851084, 2141868838899500, 8857473286880795, 9397495627260210, 4537882105042131, 2316159621141109, 2689757078168200, 3603354728848058, 4842089217742213, 7333257631628647, 9340341471989756, 1695410932246308, 6898705998530408, 5870664452178178, 9577071153546721, 1192754128389743, 9800715442310406, 2540909838771114, 7843781860031484]
17桁 [27576065387925841, 93927793132948937, 99110960801536254, 75769310893293572, 86356448599304912, 81929748333526627, 95616084471628463, 25187416407163141, 78112735889416859, 40831089077826277, 59414266250650049, 66831870725899447, 12419479680326691, 44622261331629971, 70534144939922154, 17062231885820103, 45960559050934544, 20394948022522391, 90530185230491914, 36261294355655047, 78757965271165269, 34889387402267956, 10680291575499337, 80745329379001117, 22703840624008845, 45915353225281164, 90832818031849693, 74756813431367223, 88685015282342776, 76319096727598183, 28400223727700985, 15221034910162267, 64404435632871214, 97939162684986576, 13450706547458724, 15771832897502017, 73432233124874084, 46351718172722369, 14384396756434360, 51704709821221812, 34237343072801882, 80457479275279705, 12424460354450521, 29220744169108437, 75977748411154420, 98959951838449674, 34572542406968755, 46698743893409139, 83613739736563010, 42280216701618016]
18桁 [270705549851390457, 733350259750182363, 929878995859967179, 415198574523269090, 765173450086763839, 632596260477462052, 781607676415355778, 834532810731855220, 252472691348414713, 372125195729452058, 704263485963247529, 201397988982211625, 278124009979277198, 512636470252220567, 970901625652598181, 389758592073567596, 624141157268159531, 474158674977211997, 384221122738364784, 385720904248253053, 431990636493804527, 215116909200738825, 712962173076963142, 353624996730655962, 546151022545962350, 179094064275953781, 985332769417809509, 967442595816212843, 351070422129735365, 786464045537908703, 142444794862406692, 177674703994061118, 936989098622628623, 321098871288741284, 674837946690004480, 567645578020477201, 661742527305584491, 163730267038650991, 390209449759560075, 820317589404162764, 729119129484461144, 286697539669702627, 638907146096783149, 934039794325540094, 625842998899485776, 788666927424603043, 744722793512574433, 624124555763942697, 198974521995045591, 802817015685697574]
19桁 [9260887034577537882, 5611950990169229400, 8752769360586627112, 9869857785376548779, 6947095669841198308, 3486041835441388125, 6679716678541768747, 6802265117842119552, 6695363578681898304, 4264952941993039133, 7496981839901671076, 1499693735347184300, 4421448108438760779, 2018802398723662999, 3655050046098277887, 3774645267183740392, 5073600807837459565, 8488286501232756382, 2209705082395911604, 8757462760394530990, 5705582923171815405, 2970904541888206496, 2550951353876677861, 5821854467226724718, 4086691884331318593, 4859525805018175012, 6778211914718181032, 8592609087217452427, 1835800364821070191, 2846321101138939433, 1693558310667991408, 2523747998884827299, 4112710501604185157, 9051395066555705749, 6823599448721016476, 7101051219035714663, 6898953035281174297, 5765287162615249340, 1519206015380770878, 9625117612678674009, 7813364085024692490, 6554118248573974350, 9477750818502787908, 7821878948933337089, 6267566064053070553, 7921561659541863790, 6382365932588732312, 2772393177900145697, 6397733879619323885, 9984456410315967859]
20桁 [29654968421501521812, 48313213633873704805, 20428857818553846678, 31471118288722411052, 70283299166527594346, 10609711023617889186, 97391469315202135461, 59361858275315773558, 72882716123268890155, 25280255022201895610, 64282455907358893704, 83234276681293589096, 98210394507311916965, 72512212787705554377, 88616119086047609457, 74069073930528781124, 24873405647080781846, 57783650716133399977, 38581171869172133007, 30740444676574019792, 89695688742149517097, 80890663297616881594, 81355509814373165171, 95612058427141015797, 25078196311993732474, 75358108438321770195, 47239113217857402981, 84985569170232741718, 76594453520724356570, 67578596385088005777, 77832113411183814067, 98663612931841755973, 26891042012714142681, 99936722131497340923, 34564421187204831098, 21158717630973775139, 89076002772464789997, 30770682255590410872, 36111134352960217215, 55533521241721531371, 67494206859154142773, 25261165540354455044, 32278837752887544784, 73173854029901975990, 20371970850973013114, 14979370417576155281, 33276833235734659932, 32261952097396525364, 68996066167884099881, 95023295014718454286]
21桁 [763219787412638798705, 211754052049410957199, 765882801357875472444, 343057269121038942873, 523938482045270745642, 735303799939205925337, 145303482306942603584, 523199481160926525440, 822083956585297638822, 974746229027493190525, 537804156238655333279, 474795487018941498467, 203144811235244678526, 427981906439877800419, 448292451715227243735, 302143491842253846542, 357244800705338519274, 198319160497162635594, 367688858680566067185, 494299447377699837886, 405509021781734732584, 741692898588905729884, 781774535716219665565, 803407942361290342655, 377959586877274507107, 591499649260532724011, 796826192562557286575, 255433152763688135359, 753964507282593012378, 297342341706492161906, 456378412731033174039, 594092150159721879515, 475284350310472878511, 857341753769627452289, 727797790086494458213, 445369996956610744388, 906686278334531748227, 377555917207129423991, 220246062014555436319, 930450601748539386987, 569635137103063484819, 577715342906702024605, 504232834745810457229, 136986275991997291904, 969358872550236671106, 246437285214977231028, 520852671648143641157, 134001906293105532169, 448236869576203879029, 833591511845848135773]
22桁 [9000420193519700045838, 5825588117656832104355, 5367479118120072071330, 7635061768182746605985, 2558166116216726455028, 4199469191853100568742, 6401355578450375446806, 5017505466420804034791, 2629898292237913208007, 9615814774886040205915, 5769377992790115553123, 9929042846872302358699, 1717199572438082765744, 5691137897597746222571, 9404561438902371654286, 9283152270775387449918, 6496476690367074260528, 5020143002652528211679, 1119741724257173490341, 2236377406897717716491, 8973993311858458704117, 7773106045081109541090, 7832452126584948110147, 6057430325575594393616, 4524475501933048006559, 9049164475633220663151, 6422296852327918211863, 4877903786556793281160, 8926701356930773277915, 9434671619471243616541, 4411749876711011478869, 7490183599185635413956, 5482572986244839483146, 5665111139940657634105, 5238952138635041026849, 7813788858054541574079, 6769593684026355245041, 3574742304765508314501, 9783988020880110967943, 8319039420964881157110, 4606524033770728535696, 9696295727407168199689, 3231169292865580465551, 5322252437775314054071, 3503614638911494830423, 1035070552604801207742, 6259557890560060915459, 1812037818512567202510, 6298544775637637131515, 2274176413801919049058]
23桁 [25614791515747869665844, 96799717051350278689239, 19549184543803643727016, 72263344213444641642542, 93600425978612341073070, 62582536500452420866338, 23184380309308690227728, 97467999790694781256068, 46581528268219414128019, 51932404619599472198545, 53626408881637027306752, 93788774306051426929044, 17109274785478455689242, 89904920995694671473348, 50563440687797946939885, 98025620699180131814724, 48895718784515788062907, 27998248524322394771960, 96904574104759176343714, 74038352663635353847583, 50681255786150943788206, 39621903654542212027501, 23294106282787235731272, 75806800097058684315322, 58255705886727806773257, 36330558384361044579370, 11802414927215577435967, 69234310614430760050636, 62251433043929065381638, 62699833388770884405046, 42033973396558427242017, 33251587509441223950577, 49622113635266276883288, 51212571768834533070664, 88641568616763650389855, 23069360703601358119313, 98856934774855171106653, 56373720233396163192085, 83675995997587488517506, 90699542832869731866787, 40945976106852386461063, 45332624333568504311013, 20101717232978209791096, 49011938504331185936116, 61072650553214674043545, 48052091724363744612487, 92941019907695856048954, 17924069941228309159683, 79993681104728652537846, 53586332533976529471270]
24桁 [814262249966584988940069, 906599390186054968074168, 603225403933686592070002, 632446130803370278040848, 601489734669910452164019, 592247894752812840935133, 611256519250670267014313, 340904510823867311516025, 913960589740037648812439, 102980852653226966170504, 988037584147064914422619, 810897227276887661185853, 347615149395129584835309, 838037671958038366109195, 973468547593961191120071, 846367097712187324662405, 664370006733646752663629, 663472740451444757393411, 338699194457821506084125, 694607718367912289572363, 243492677054506509551089, 560104073864850489601014, 605172813821702153901329, 750127170549355591130220, 191962378036363310927622, 615006232641356125910144, 677580936388629931517637, 891292762655480454358461, 380914549964221907651460, 840046916797030211644377, 890578149894422273602623, 660566209160544248938402, 791593493020330003565116, 808057906098914085167913, 167656937983211336720142, 273176910723941265040695, 379913063190496026822406, 283626762309991618305322, 504248000923504889324489, 958059313775061373431437, 440945396078491892949145, 522212012863357269781577, 703053168626709090849385, 537317328938423617191753, 696549992122561768825827, 130815102542692748764289, 839589801772226648295198, 676551178966321036757838, 501404139399070956007559, 625686474962733418533514]
25桁 [8519679224276801800182107, 7875657929481706550812838, 8207812766859456785022349, 8941539424810747355702250, 4954633739444573940963674, 5273997617010027466097476, 2014728410161819680144483, 3888481630912436142466709, 5217385552288183899968687, 9098495844313468808582390, 6230386288894830593183199, 5116768474107193600408350, 1385926137024454929154070, 2579405894649507069170569, 4628162094398842041225229, 5027399932840525728481548, 5111821764925674460425914, 2682017751837712443007348, 1661623118060413908734217, 8843257427404403804211008, 9659419811425756942801858, 7231395016777521476133836, 7554789226849670668320679, 3852653384444831932834807, 4566519937103201318072048, 8026914981031376254119742, 4072694869352581825485862, 3103129798116943332668138, 1592761817696886034051856, 1207804158530805601790072, 4893249826103072668567030, 4683747273151614142760065, 3982234009852585381035252, 3022023156906075738029046, 4319568323244083692903896, 1409941457280287735340952, 9990446455960369002188009, 4095440381126514096336570, 3640420330054871162653141, 3495125630578569663304587, 5633654350170228458174429, 7902281676193445967899136, 8809851040862829570389168, 4015873141205181096120843, 2410502949686048433556081, 1037869515396553129007358, 4843482921795520777686413, 6993859236952928095063910, 2033210750965840901753209, 6667287221324336224743294]
26桁 [21027772320273222993998119, 27423213312295038510677328, 61360865989577844098712772, 12716799351523927560459167, 87899962152004585543268766, 23715820660380891708867134, 67237201683205281221501674, 38499268747898568316891185, 56732103373709918863702514, 56421045552400111521424448, 63566425605508250570986160, 66701146033123985099138967, 97634446186121963643416427, 67436472417639938204381786, 94075387790170546427646511, 23707226896135004392016233, 47566293225838191977671453, 25800986340661203245054764, 88357375768598263940954039, 70649778383193761884133781, 26760552922513033709944146, 88808462543989347413572192, 15892492292990809239915741, 11590664691545528804227693, 69968934789911066568406470, 21392633730691659251244818, 76894321630195366583454828, 41082764186263763044554588, 72897264036207786892922790, 36342686105559525376153265, 42761139991008065196866305, 15422776922852953983551642, 44804133547311656671831657, 69122363442119710752681495, 10080664226571716966395776, 98708194382093904586485160, 15040892291307792707051088, 23547165422826327545768492, 26087431934085796403498690, 29947064376692088874990768, 28213696460255277556069991, 86666564946504997255557452, 77051016028106689623192741, 74808984848978809244848543, 93003611965666215450711701, 77426398097140556599419160, 41675059641380437974345493, 73624783135585902016288075, 82710357987964576119038456, 19498663701605756598918371]
27桁 [496023163030646657809429201, 785530700691860066680936932, 178682268217248406986129505, 173061917225623950180570534, 178605441698561244640079264, 437223111693577973309775073, 745138680808503063550632120, 436858227857602533700505427, 966690439823995247796430661, 619531140333384109492515800, 486170000138200109767778599, 178855528988465564028670696, 679064338289638269711185158, 787414199917197800595433325, 291079330994141804295785721, 999328973620926126173804669, 873804520205773785886319926, 441969236594442388318114072, 511269300491928174211617668, 796193634115639386582980591, 507141075972698074216289318, 242587339389215364759731846, 171167076010159281747287915, 323122343108934326690496312, 631396981124057319647340434, 825351788457628363989940618, 149029212935098385716022346, 911688028824148538041399907, 776048404517578111836538156, 640676691499295368935508441, 432789603279675038333773779, 890674921709133601543578179, 756702389875756971867291670, 710289132746591790349092326, 214630849374692028600962120, 242352575770548993722352685, 190679996799897320182617812, 346089481992175584131779660, 758613959742999380430731088, 308839663027915121295081065, 147030256461206500748723165, 968107113121196144754396376, 625360782928824950457689637, 333177247291648765720950218, 361127684404275439102575436, 145330523803095377720892892, 903182840387291721832792628, 807657817884951296576208772, 976630468780155498358594509, 239567070234952076951479882]
28桁 [5087154478581905901110533295, 5672168431137564197519349654, 2314208352874784316372377720, 2981767511515054651226674729, 7850060676583882694724763400, 3441763893603880214587881183, 7860632214758991508736756429, 5659970188820671082657258546, 7682840386203440050101099127, 4875767539287607385890996152, 6764068481565930932896913857, 7015288594675291257898246750, 7705372112783748899243461476, 3211342237816199792600282763, 7141779950936818067770271302, 2756596191588401472282385096, 9955895757421601852814750771, 1245664366908156324127410069, 8365592106020066505466317474, 5776198133528740186810216172, 4162826635307415885281065159, 8291026217483226510098745339, 4210779134303199653767260794, 4324449902961622199206296231, 4794497399512991345252751055, 5187591093915187079296776853, 8075023043630096774874635305, 8644454534030996028046764830, 5441891439258592009345690609, 9769058308958926124950365692, 2916385058238900522876513464, 1489082691406050548059716571, 4201064925472033846524951310, 5299554003794685978923509338, 9231958290552546017756604939, 3629213853391118245596874177, 8060464934473213685745541594, 1079111401448865457950063277, 3828476270863668538915655528, 3927776135087263193031926679, 5219200787509113150124885341, 9348080093883729330559771755, 7143934195051836668936808029, 8522862012557667272644962422, 9316789882975190284337686855, 5382232837841454660275250559, 2718304661837453888346228973, 5920345787763978037305074037, 9455218262731877358750217776, 3392940658497823570668130162]
29桁 [53559321852784478841922843000, 76452090359331789834000619896, 95492977941647356266554454601, 37491947757292856437260704101, 98509666650760453853329641576, 57549095592562657426560716331, 42751790097570033555811585355, 21706245375781921703012122467, 46903629779342346009518351405, 87083346761304355227279684820, 77598664874852139332609263801, 25568307817302411663701127111, 92470551797128047805035764688, 38443196992066835596646648530, 64243460445209491540972830059, 59542500474249914551230039353, 31913848231837102134205818770, 39867586750814769557478381302, 54553062488800749328653150927, 92991042485671070709893784736, 15702144562591288215719890473, 88030721593921647967759651889, 53147471492862132396958870343, 79132409274805550239708429982, 76273287726617259241456598781, 75897399261188736649491065593, 86649474671620852468560205318, 50417510259424743110183783393, 55014941822368683683196242286, 95326445018681175856796641133, 67517132493044015038398708947, 77101792705968052496547183765, 31645840933410947361378812980, 35256375213339378372888255397, 26306043767519346917446641065, 27833671096511007887079726029, 59457049663978029585122928642, 76309315619080449000033310713, 80836603682685679939804507604, 94485902075664221517021495557, 17614440031373217904814727483, 27922112253187939184986937685, 94193647362130310290260084820, 74546760009632843616007146117, 10563882284897338337981870847, 69042806993663118147182101179, 89695593805968727173721657988, 15677831549910283385508831557, 57143849072912217005712070856, 74237225755688202787571647866]
30桁 [910253257297806510543709221667, 900905045914890064859358764381, 520896330009697545869584745451, 471633102882158439290775068554, 619936359612901938726335261507, 235360293624063443993228132357, 950240496865057857181496302314, 696404844778342660155704039214, 286659882742258822701350816898, 380623642989367043885191649664, 773369847149688461946194456876, 714115932251694417304106549724, 851800782300766485569330189633, 521040995245205675755252771074, 378155766899857566835998506647, 656572165293169996941183912388, 478495090675705784841757528497, 921558448812183512446452294743, 945574840074992155417131341550, 663170437560869742024055756606, 728410801415950680727140946605, 234004298229915129142591002390, 209574000707235254145523109287, 740300761554935732529534073900, 527190737750616697932495548777, 494786510960326770351793776467, 258023787746765491096569527308, 907935282776605376468339822721, 466832422559476763875185161438, 497533256354534691356060062193, 318526101169036201608251297687, 886876766400851431549609927135, 656007439794692257156029734950, 372455746574759233629714130982, 121380179757305341483347985278, 959193700922857201239915293218, 802951568666053373809752033758, 293018171992068532358441353601, 426016518515357380473133352827, 866300368056819112723162215361, 957701771654639010646557873525, 451852844325411880577161251756, 256154624003481270064549924502, 624650912487989792923561315935, 697275996302655756644340276996, 419566357049098373998683235326, 905436533829077192496558875736, 350023244900396654257402502335, 213274227740161453868886408888, 915109029531291628266053756923]
